Outlet_ID,Outlet_Name,Records,Average_Employees,Average_Productivity_Score,Average_Attendance_Rate,Average_Staff_Performance_Score,Top_Performer_Months,Needs_Improvement_Months,Balanced_Months,Understaffed_Months,Overstaffed_Months,Latest_Month,Latest_Staff_Performance_Score,Latest_Staff_Category,Latest_Scheduling_Status,Workforce_Category,Workforce_Alert_Level,Workforce_Insight,Workforce_Recommendation
OUT0705,Franchise Outlet 0705,40,18.0,50.21,95.16,70.0,0,0,0,0,40,2026-04-01,67.19,Meets Expectations,Overstaffed,Meets Expectations,Medium,"Average staff performance is 70.0/100 with 95.2% attendance. The latest workforce schedule is overstaffed, and 0 of 40 months were classified as needing improvement.",Align staffing hours with demand and move spare capacity to busier periods.
OUT0706,Franchise Outlet 0706,40,7.0,100.0,94.09,91.7,29,0,0,40,0,2026-04-01,92.02,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 91.7/100 with 94.1% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0707,Franchise Outlet 0707,40,16.0,100.0,95.15,94.86,40,0,0,40,0,2026-04-01,97.42,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 94.9/100 with 95.1% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0708,Franchise Outlet 0708,40,23.0,79.63,94.21,82.17,0,0,4,36,0,2026-04-01,86.58,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 82.2/100 with 94.2% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0709,Franchise Outlet 0709,40,18.0,87.4,93.68,85.09,3,0,0,40,0,2026-04-01,88.07,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 85.1/100 with 93.7% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0710,Franchise Outlet 0710,40,10.0,84.69,93.11,82.66,0,0,2,38,0,2026-04-01,82.47,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 82.7/100 with 93.1% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0711,Franchise Outlet 0711,40,15.0,99.89,93.84,90.96,20,0,0,40,0,2026-04-01,90.56,Meets Expectations,Understaffed,Top Performer,Medium,"Average staff performance is 91.0/100 with 93.8% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0712,Franchise Outlet 0712,40,28.0,90.92,94.97,89.35,14,0,0,40,0,2026-04-01,94.06,Top Performer,Understaffed,Meets Expectations,Medium,"Average staff performance is 89.3/100 with 95.0% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0713,Franchise Outlet 0713,40,16.0,100.0,95.31,95.05,40,0,0,40,0,2026-04-01,93.99,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 95.0/100 with 95.3% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0714,Franchise Outlet 0714,40,14.0,93.09,94.41,89.47,14,0,0,40,0,2026-04-01,89.32,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 89.5/100 with 94.4% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0715,Franchise Outlet 0715,40,23.0,34.26,92.63,56.32,0,40,0,0,40,2026-04-01,58.04,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 56.3/100 with 92.6% attendance. The latest workforce schedule is overstaffed, and 40 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0716,Franchise Outlet 0716,40,25.0,100.0,95.39,95.25,40,0,0,40,0,2026-04-01,93.3,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 95.3/100 with 95.4% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0717,Franchise Outlet 0717,40,13.0,100.0,94.96,93.88,39,0,0,40,0,2026-04-01,91.13,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 93.9/100 with 95.0% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0718,Franchise Outlet 0718,40,23.0,90.32,95.05,89.11,11,0,0,40,0,2026-04-01,87.61,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 89.1/100 with 95.1% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0719,Franchise Outlet 0719,40,15.0,75.65,93.57,78.59,0,0,9,31,0,2026-04-01,81.15,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 78.6/100 with 93.6% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0720,Franchise Outlet 0720,40,22.0,41.22,95.16,65.31,0,28,0,0,40,2026-04-01,66.26,Meets Expectations,Overstaffed,Needs Improvement,High,"Average staff performance is 65.3/100 with 95.2% attendance. The latest workforce schedule is overstaffed, and 28 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0721,Franchise Outlet 0721,40,6.0,100.0,94.81,94.06,39,0,0,40,0,2026-04-01,91.96,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 94.1/100 with 94.8% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0722,Franchise Outlet 0722,40,17.0,62.76,92.97,71.2,0,0,27,0,13,2026-04-01,72.19,Meets Expectations,Balanced,Meets Expectations,Low,"Average staff performance is 71.2/100 with 93.0% attendance. The latest workforce schedule is balanced, and 0 of 40 months were classified as needing improvement.",Maintain the current schedule and continue monitoring attendance and productivity.
OUT0723,Franchise Outlet 0723,40,22.0,100.0,94.69,93.79,38,0,0,40,0,2026-04-01,94.82,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 93.8/100 with 94.7% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0724,Franchise Outlet 0724,40,19.0,85.92,94.15,85.73,3,0,1,39,0,2026-04-01,88.0,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 85.7/100 with 94.1% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0725,Franchise Outlet 0725,40,8.0,98.53,93.44,89.5,8,0,0,40,0,2026-04-01,89.13,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 89.5/100 with 93.4% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0726,Franchise Outlet 0726,40,19.0,71.16,94.74,78.65,0,0,28,12,0,2026-04-01,81.03,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 78.7/100 with 94.7% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0727,Franchise Outlet 0727,40,25.0,36.85,92.87,57.71,0,40,0,0,40,2026-04-01,57.67,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 57.7/100 with 92.9% attendance. The latest workforce schedule is overstaffed, and 40 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0728,Franchise Outlet 0728,40,17.0,74.22,93.28,77.14,0,0,14,26,0,2026-04-01,78.98,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 77.1/100 with 93.3% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0729,Franchise Outlet 0729,40,12.0,93.39,93.75,88.07,7,0,0,40,0,2026-04-01,90.77,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 88.1/100 with 93.8% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0730,Franchise Outlet 0730,40,13.0,52.99,94.01,67.82,0,11,0,0,40,2026-04-01,67.74,Meets Expectations,Overstaffed,Meets Expectations,Medium,"Average staff performance is 67.8/100 with 94.0% attendance. The latest workforce schedule is overstaffed, and 11 of 40 months were classified as needing improvement.",Align staffing hours with demand and move spare capacity to busier periods.
OUT0731,Franchise Outlet 0731,40,7.0,68.96,92.83,74.33,0,0,18,20,2,2026-04-01,71.98,Meets Expectations,Balanced,Meets Expectations,Low,"Average staff performance is 74.3/100 with 92.8% attendance. The latest workforce schedule is balanced, and 0 of 40 months were classified as needing improvement.",Maintain the current schedule and continue monitoring attendance and productivity.
OUT0732,Franchise Outlet 0732,40,10.0,100.0,95.06,94.37,40,0,0,40,0,2026-04-01,93.53,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 94.4/100 with 95.1% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0733,Franchise Outlet 0733,40,18.0,66.56,95.48,78.48,0,0,32,2,6,2026-04-01,80.43,Meets Expectations,Balanced,Meets Expectations,Low,"Average staff performance is 78.5/100 with 95.5% attendance. The latest workforce schedule is balanced, and 0 of 40 months were classified as needing improvement.",Maintain the current schedule and continue monitoring attendance and productivity.
OUT0734,Franchise Outlet 0734,40,23.0,98.14,95.44,94.5,38,0,0,40,0,2026-04-01,96.56,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 94.5/100 with 95.4% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0735,Franchise Outlet 0735,40,16.0,100.0,95.3,95.14,40,0,0,40,0,2026-04-01,93.75,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 95.1/100 with 95.3% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0736,Franchise Outlet 0736,40,21.0,57.36,94.86,72.8,0,0,4,0,36,2026-04-01,75.95,Meets Expectations,Overstaffed,Meets Expectations,Medium,"Average staff performance is 72.8/100 with 94.9% attendance. The latest workforce schedule is overstaffed, and 0 of 40 months were classified as needing improvement.",Align staffing hours with demand and move spare capacity to busier periods.
OUT0737,Franchise Outlet 0737,40,13.0,100.0,95.45,95.12,39,0,0,40,0,2026-04-01,97.98,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 95.1/100 with 95.5% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0738,Franchise Outlet 0738,40,24.0,32.72,92.68,55.3,0,40,0,0,40,2026-04-01,53.59,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 55.3/100 with 92.7% attendance. The latest workforce schedule is overstaffed, and 40 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0739,Franchise Outlet 0739,40,17.0,57.93,93.32,69.04,0,5,7,0,33,2026-04-01,72.96,Meets Expectations,Balanced,Meets Expectations,Low,"Average staff performance is 69.0/100 with 93.3% attendance. The latest workforce schedule is balanced, and 5 of 40 months were classified as needing improvement.",Maintain the current schedule and continue monitoring attendance and productivity.
OUT0740,Franchise Outlet 0740,40,11.0,100.0,93.77,91.95,31,0,0,40,0,2026-04-01,91.68,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 92.0/100 with 93.8% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
