Outlet_ID,Records,Total_Marketing_Spend,Total_Sales_Revenue,Total_Orders,Average_Conversion_Rate,Revenue_Per_Marketing_Rupee,Marketing_Spend_Percentage,Marketing_Category,Alert_Level,Marketing_Insights,Recommendations,Marketing_Effectiveness_Score,Effectiveness_Category,Campaign_Records,Total_Marketing_Reach,Total_Marketing_Conversions,Average_Campaign_ROI,High_Performing_Campaigns,Needs_Improvement_Campaigns,Primary_Campaign_Type,Customer_Engagement_Rate,Campaign_Performance_Category,Marketing_Effectiveness_Insight,Marketing_Effectiveness_Recommendation
OUT0651,40,2071908.84,43249388.81,61112.0,25.97,20.87,4.79,Moderate,Low,Marketing efficiency is among the stronger outlet results. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring successful campaigns and consider scaling effective activities.,63.73,Moderate,40,55487,7051,1.64,6,11,Digital Campaign,12.71,Moderate,"Marketing effectiveness is 63.7/100 (Moderate). Campaign ROI averages 1.64, with 12.71% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0652,39,2964715.17,65071987.34,68663.0,16.72,21.95,4.56,Needs Improvement,Medium,Marketing efficiency is among the stronger outlet results. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Continue monitoring successful campaigns and consider scaling effective activities. Improve campaign targeting, customer engagement, offers, and conversion-focused activities.",58.72,Moderate,40,109599,9210,2.11,12,1,Digital Campaign,8.4,Moderate,"Marketing effectiveness is 58.7/100 (Moderate). Campaign ROI averages 2.11, with 8.40% engagement across 40 campaigns.",Test campaign offers and targeting to improve conversion while protecting revenue per marketing rupee.
OUT0653,40,1812278.41,36217263.35,26991.0,17.03,19.98,5.0,Needs Improvement,Medium,Marketing efficiency is within the middle range of outlet performance. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Improve campaign targeting, customer engagement, offers, and conversion-focused activities.",50.9,Moderate,40,36390,2988,1.45,6,15,Digital Campaign,8.21,Moderate,"Marketing effectiveness is 50.9/100 (Moderate). Campaign ROI averages 1.45, with 8.21% engagement across 40 campaigns.",Test campaign offers and targeting to improve conversion while protecting revenue per marketing rupee.
OUT0654,37,3769181.65,71380096.68,58165.0,28.63,18.94,5.28,Needs Improvement,Medium,Marketing efficiency is below the lower-performing outlet range. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Review marketing campaigns and redirect spending toward better-performing activities.,62.33,Moderate,40,62510,9021,1.96,11,1,Digital Campaign,14.43,Moderate,"Marketing effectiveness is 62.3/100 (Moderate). Campaign ROI averages 1.96, with 14.43% engagement across 40 campaigns.",Test campaign offers and targeting to improve conversion while protecting revenue per marketing rupee.
OUT0655,40,2842982.13,55315999.49,87461.0,20.88,19.46,5.14,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,60.12,Moderate,40,107937,11258,1.75,7,6,Digital Campaign,10.43,Moderate,"Marketing effectiveness is 60.1/100 (Moderate). Campaign ROI averages 1.75, with 10.43% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0656,40,4887036.34,91176728.51,133803.0,26.86,18.66,5.36,Needs Improvement,Medium,Marketing efficiency is below the lower-performing outlet range. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Review marketing campaigns and redirect spending toward better-performing activities.,69.04,Moderate,40,149483,20228,2.05,9,1,Digital Campaign,13.53,Moderate,"Marketing effectiveness is 69.0/100 (Moderate). Campaign ROI averages 2.05, with 13.53% engagement across 40 campaigns.",Test campaign offers and targeting to improve conversion while protecting revenue per marketing rupee.
OUT0657,39,2267709.77,47375912.46,66871.0,21.99,20.89,4.79,Moderate,Low,Marketing efficiency is among the stronger outlet results. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring successful campaigns and consider scaling effective activities.,61.1,Moderate,40,75515,8143,1.73,9,10,Digital Campaign,10.78,Moderate,"Marketing effectiveness is 61.1/100 (Moderate). Campaign ROI averages 1.73, with 10.78% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0658,38,1811109.88,36746614.71,31046.0,14.92,20.29,4.93,Needs Improvement,Medium,Marketing efficiency is within the middle range of outlet performance. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Improve campaign targeting, customer engagement, offers, and conversion-focused activities.",50.12,Moderate,40,51135,3695,1.53,6,19,Digital Campaign,7.23,Moderate,"Marketing effectiveness is 50.1/100 (Moderate). Campaign ROI averages 1.53, with 7.23% engagement across 40 campaigns.",Test campaign offers and targeting to improve conversion while protecting revenue per marketing rupee.
OUT0659,37,404295.84,8440125.6,6056.0,12.0,20.88,4.79,Needs Improvement,Medium,Marketing efficiency is among the stronger outlet results. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Continue monitoring successful campaigns and consider scaling effective activities. Improve campaign targeting, customer engagement, offers, and conversion-focused activities.",45.83,Moderate,40,10546,674,1.03,3,21,Digital Campaign,6.39,Needs Improvement,"Marketing effectiveness is 45.8/100 (Moderate). Campaign ROI averages 1.03, with 6.39% engagement across 40 campaigns.","Review low-ROI campaigns, narrow audience targeting, and move budget to campaign types with stronger conversion results."
OUT0660,38,6938706.66,148911804.7,118286.0,25.11,21.46,4.66,Moderate,Low,Marketing efficiency is among the stronger outlet results. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring successful campaigns and consider scaling effective activities.,70.54,Moderate,40,151837,19131,2.83,21,1,Digital Campaign,12.6,High Performing,"Marketing effectiveness is 70.5/100 (Moderate). Campaign ROI averages 2.83, with 12.60% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0661,38,4742321.57,87890864.97,73020.0,22.07,18.53,5.4,Needs Improvement,Medium,Marketing efficiency is below the lower-performing outlet range. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Review marketing campaigns and redirect spending toward better-performing activities.,57.91,Moderate,40,103902,11473,2.04,11,3,Digital Campaign,11.04,Moderate,"Marketing effectiveness is 57.9/100 (Moderate). Campaign ROI averages 2.04, with 11.04% engagement across 40 campaigns.",Test campaign offers and targeting to improve conversion while protecting revenue per marketing rupee.
OUT0662,39,1070872.23,19875472.57,12412.0,12.27,18.56,5.39,Needs Improvement,High,Marketing efficiency is below the lower-performing outlet range. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Review marketing campaigns and redirect spending toward better-performing activities. Improve campaign targeting, customer engagement, offers, and conversion-focused activities.",42.88,Moderate,40,22552,1250,1.09,4,25,Digital Campaign,5.54,Needs Improvement,"Marketing effectiveness is 42.9/100 (Moderate). Campaign ROI averages 1.09, with 5.54% engagement across 40 campaigns.","Review low-ROI campaigns, narrow audience targeting, and move budget to campaign types with stronger conversion results."
OUT0663,40,1043010.58,22405927.59,46803.0,17.14,21.48,4.66,Needs Improvement,Medium,Marketing efficiency is among the stronger outlet results. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Continue monitoring successful campaigns and consider scaling effective activities. Improve campaign targeting, customer engagement, offers, and conversion-focused activities.",55.78,Moderate,40,56851,4571,1.32,3,18,Digital Campaign,8.04,Needs Improvement,"Marketing effectiveness is 55.8/100 (Moderate). Campaign ROI averages 1.32, with 8.04% engagement across 40 campaigns.","Review low-ROI campaigns, narrow audience targeting, and move budget to campaign types with stronger conversion results."
OUT0664,39,1589842.5,34726084.85,44604.0,23.36,21.84,4.58,Moderate,Low,Marketing efficiency is among the stronger outlet results. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring successful campaigns and consider scaling effective activities.,61.3,Moderate,40,43777,4959,1.61,6,13,Digital Campaign,11.33,Moderate,"Marketing effectiveness is 61.3/100 (Moderate). Campaign ROI averages 1.61, with 11.33% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0665,39,1915420.31,37985134.12,33349.0,13.73,19.83,5.04,Needs Improvement,Medium,Marketing efficiency is within the middle range of outlet performance. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Improve campaign targeting, customer engagement, offers, and conversion-focused activities.",48.63,Moderate,40,58130,3894,1.45,3,14,Digital Campaign,6.7,Moderate,"Marketing effectiveness is 48.6/100 (Moderate). Campaign ROI averages 1.45, with 6.70% engagement across 40 campaigns.",Test campaign offers and targeting to improve conversion while protecting revenue per marketing rupee.
OUT0666,39,7692041.18,136726450.48,76991.0,22.11,17.78,5.63,Needs Improvement,Medium,Marketing efficiency is below the lower-performing outlet range. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Review marketing campaigns and redirect spending toward better-performing activities.,57.12,Moderate,40,110705,12273,2.19,13,3,Digital Campaign,11.09,Moderate,"Marketing effectiveness is 57.1/100 (Moderate). Campaign ROI averages 2.19, with 11.09% engagement across 40 campaigns.",Test campaign offers and targeting to improve conversion while protecting revenue per marketing rupee.
